movie_id,title,Director,Top Two Actors,release_date
10092,Cry_Wolf,Jeff Wadlow,"['Julian Morris', 'Lindy Booth']",2005-09-16
10643,Godzilla 2000,Takao Okawara,"['Takehiro Murata', 'Naomi Nishida']",1999-12-11
46705,Blue Valentine,Derek Cianfrance,"['Ryan Gosling', 'Michelle Williams']",2010-12-27
546,Transamerica,Duncan Tucker,"['Felicity Huffman', 'Kevin Zegers']",2005-12-23
76487,The Devil Inside,William Brent Bell,"['Fernanda Andrade', 'Simon Quarterman']",2012-01-06
5722,Beyond the Valley of the Dolls,Russ Meyer,"['Dolly Read', 'Cynthia Myers']",1970-07-17
39833,Love Me Tender,Robert D. Webb,"['Richard Egan', 'Debra Paget']",1956-11-15
1781,An Inconvenient Truth,Davis Guggenheim,"['Al Gore', 'Billy West']",2006-01-24
18712,Sands of Iwo Jima,Allan Dwan,"['John Wayne', 'John Agar']",1949-12-14
7944,Shine a Light,Martin Scorsese,"['Mick Jagger', 'Keith Richards']",2008-02-07
171424,The Green Inferno,Eli Roth,"['Lorenza Izzo', 'Ariel Levy']",2014-09-04
361475,Departure,Andrew Steggall,"['Juliet Stevenson', 'Alex Lawther']",2016-05-20
113947,The Sessions,Ben Lewin,"['John Hawkes', 'Helen Hunt']",2012-05-02
18570,"Food, Inc.",Robert Kenner,"['Michael Pollan', 'Eric Schlosser']",2008-09-07
83860,October Baby,Andrew Erwin,"['Rachel Hendrix ', 'Jason Burkey']",2011-10-30
41469,Next Stop Wonderland,Brad Anderson,"['Hope Davis', 'Philip Seymour Hoffman']",1998-08-21
244772,The Skeleton Twins,Craig Johnson,"['Kristen Wiig', 'Bill Hader']",2014-01-18
50837,Martha Marcy May Marlene,Sean Durkin,"['Elizabeth Olsen', 'Hugh Dancy']",2011-10-21
248774,Obvious Child,Gillian Robespierre,"['Jenny Slate', 'Jake Lacy']",2014-06-06
10183,Frozen River,Courtney Hunt,"['Melissa Leo', 'Misty Upham']",2008-08-01
159014,20 Feet from Stardom,Morgan Neville,"['Bette Midler', 'Mick Jagger']",2013-06-14
32456,Two Girls and a Guy,James Toback,"['Robert Downey Jr.', 'Natasha Gregson Wagner']",1997-09-07
49963,Walking and Talking,Nicole Holofcener,"['Catherine Keener', 'Anne Heche']",1996-07-17
13508,Who Killed the Electric Car?,Chris Paine,"['Martin Sheen', 'Mel Gibson']",2006-08-04
22597,The Broken Hearts Club: A Romantic Comedy,Greg Berlanti,"['Ben Weber', 'Timothy Olyphant']",2000-02-01
9707,Bubba Ho-tep,Don Coscarelli,"['Bruce Campbell', 'Ossie Davis']",2002-06-09
37532,Slam,Marc Levin,"['Saul Williams', 'Sonja Sohn']",1998-10-07
26791,Brigham City,Richard Dutcher,"['Richard Dutcher', 'Matthew A. Brown']",2001-03-30
56666,Fiza,Khalid Mohammed,"['Hrithik Roshan', 'Karisma Kapoor']",2000-09-08
8675,Orgazmo,Trey Parker,"['Trey Parker', 'Dian Bachar']",1997-09-06
13132,All the Real Girls,David Gordon Green,"['Paul Schneider', 'Zooey Deschanel']",2003-08-01
47686,Dream with the Fishes,No Director Found,"['David Arquette', 'Brad Hunt']",1997-01-01
46989,Blue Car,Karen Moncrieff,"['Margaret Colin', 'Agnes Bruckner']",2002-01-11
192132,Palo Alto,Gia Coppola,"['Emma Roberts', 'Jack Kilmer']",2014-05-09
24424,Ajami,Scandar Copti,"['Fouad Habash', 'Nisrine Rihan']",2009-09-17
13198,Wristcutters: A Love Story,Goran Dukic,"['Patrick Fugit', 'Shannyn Sossamon']",2006-01-24
244267,I Origins,Mike Cahill,"['Michael Pitt', 'Brit Marling']",2014-07-18
21413,The Battle of Shaker Heights,Kyle Rankin,"['Shia LaBeouf', 'Elden Henson']",2003-08-22
123678,The Act of Killing,Joshua Oppenheimer,"['Anwar Congo', 'Herman Koto']",2012-08-31
13362,Taxi to the Dark Side,Alex Gibney,"['Brian Keith Allen', 'Moazzam Begg']",2007-04-30
39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Paul Crowder,"['Pelé', 'Franz Beckenbauer']",2006-01-01
62402,Guiana 1838,Rohit Jagessar,"['Aasheekaa Bathija', 'Thomas Garvey']",2004-09-24
206412,Lisa Picard Is Famous,Griffin Dunne,"['Laura Kirk', 'Nat DeWolf']",2000-05-14
201132,Antarctica: A Year on Ice,Anthony Powell,"['Genevieve Bachman', 'William Brotman']",2013-09-05
251471,A LEGO Brickumentary,Kief Davidson,"['Jason Bateman', 'Matthias Klie']",2015-07-31
112456,Hardflip,Johnny Remo,"['Randy Wayne', 'John Schneider']",2012-06-01
20296,Chocolate: Deep Dark Secrets,Vivek Agnihotri,"['Anil Kapoor', 'Sunil Shetty']",2005-09-16
25983,The House of the Devil,Ti West,"['Jocelin Donahue', 'Mary Woronov']",2009-04-25
66195,The Perfect Host,Nick Tomnay,"['David Hyde Pierce', 'Clayne Crawford']",2010-07-01
16155,Safe Men,John Hamburg,"['Sam Rockwell', 'Steve Zahn']",1998-08-17
46727,Speedway Junky,Nickolas Perry,"['Jesse Bradford', 'Jordan Brower']",1999-02-11
55180,The Last Big Thing,Dan Zukovic,"['Dan Zukovic', 'Mark Ruffalo']",1998-09-23
29015,The Specials,Craig Mazin,"['Jordan Ladd', 'Rob Lowe']",2000-09-22
91122,16 to Life,Becky Smith,"['Hallee Hirsh', 'Theresa Russell']",2009-09-19
18206,Alone With Her,Eric Nicholas,"['Colin Hanks', 'Ana Claudia Talancón']",2006-04-28
320146,Creative Control,Benjamin Dickinson,"['Benjamin Dickinson', 'Nora Zehetner']",2016-03-11
13856,Special,Hal Haberman,"['Michael Rapaport', 'Josh Peck']",2006-01-30
219716,Sparkler,Darren Stein,"['Park Overall', 'Veronica Cartwright']",1999-03-19
43630,The Helix... Loaded,No Director Found,"['No Actors Found', 'No Actors Found']",2005-01-01
56491,In Her Line of Fire,Brian Trenchard-Smith,"['Mariel Hemingway', 'David Keith']",2006-04-21
99826,The Jimmy Show,Frank Whaley,"['Frank Whaley', 'Carla Gugino']",2002-01-16
186935,Heli,Amat Escalante,"['Armando Espitia', 'Andrea Vergara']",2013-08-09
357441,Karachi se Lahore,No Director Found,"['Shehzad Sheikh', 'Ayesha Omar']",2015-07-31
19344,Loving Annabelle,Katherine Brooks,"['Erin Kelly', 'Diane Gaidry']",2006-03-08
242083,Hits,David Cross,"['Meredith Hagner', 'Matt Walsh']",2014-01-21
18869,Jimmy and Judy,Randall Rubin,"['Edward Furlong', 'Rachael Bella']",2006-01-01
26673,Frat Party,Robert Bennett,"['Randy Wayne', ""Caroline D'Amore""]",2009-01-01
41830,The Party's Over,Guy Hamilton,"['Oliver Reed', 'Clifford David']",1965-04-22
37694,Proud,Mary Pat Kelly,"['Vernel Bagneris', 'Marcus Chait']",2004-07-02
63287,The Poker House,Lori Petty,"['Jennifer Lawrence', 'Selma Blair']",2008-06-20
335874,Childless,Charlie Levi,"['Barbara Hershey', 'Joe Mantegna']",2015-04-03
34592,ZMD: Zombies of Mass Destruction,Kevin Hamedani,"['Janette Armand', 'Doug Fahl']",2009-01-01
92635,Snow White: A Deadly Summer,David DeCoteau,"['Shanley Caswell', 'Maureen McCormick']",2012-03-16
258755,Hidden Away,Mikel Rueda,"['Germán Alcarazu', 'Adil Koukouh']",2014-10-03
96534,My Last Day Without You,Stefan C. Schaefer,"['Ken Duken', 'Nicole Beharie']",2011-06-11
21283,Steppin: The Movie,Michael Taliferro,"['Wesley Jonathan', 'Chrystee Pharris']",2009-05-19
272724,Doc Holliday's Revenge,David DeCoteau,"['Tom Berenger', 'Ashley Hayes']",2014-06-01
84178,Black Rock,Katie Aselton,"['Kate Bosworth', 'Lake Bell']",2012-01-21
101179,Truth or Dare,Robert Heath,"['Liam Boyle', 'Jack Gordon']",2012-08-05
52462,The Pet,D. Stevens,"['Pierre Dulat', 'Andrea Edmondson']",2006-05-17
269057,Bang Bang Baby,Jeffrey St. Jules,"['Jane Levy', 'Peter Stormare']",2014-09-08
287524,Fear Clinic,Robert Hall,"['Thomas Dekker', 'Robert Englund']",2014-10-31
206213,Zombie Hunter,Kevin King,"['Martin Copping', 'Danny Trejo']",2013-07-25
248402,A Fine Step,Jonathan Meyers,"['Luke Perry', 'Anna Claire Sneed']",2014-04-16
29146,Charly,Ralph Nelson,"['Cliff Robertson', 'Claire Bloom']",1968-09-23
207769,Banshee Chapter,Blair Erickson,"['Ted Levine', 'Katia Winter']",2013-08-26
271185,Ask Me Anything,Allison Burnett,"['Britt Robertson', 'Christian Slater']",2014-04-19
29731,And Then Came Love,Richard Schenkman,"['Kevin Daniels', 'Michael Boatman']",2007-01-01
292539,Food Chains,Sanjay Rawal,"['No Actors Found', 'No Actors Found']",2014-04-26
654,On the Waterfront,Elia Kazan,"['Marlon Brando', 'Karl Malden']",1954-06-22
91070,L!fe Happens,Kat Coiro,"['Krysten Ritter', 'Kate Bosworth']",2011-06-18
2009,"4 Months, 3 Weeks and 2 Days",Cristian Mungiu,"['Anamaria Marinca', 'Laura Vasiliu']",2007-08-24
323270,The Horror Network Vol. 1,Joseph Graham,"['Nick Frangione', 'Artem Mishin']",2015-10-27
2652,Hard Candy,David Slade,"['Patrick Wilson', 'Ellen Page']",2005-01-14
9813,The Quiet,Jamie Babbit,"['Elisha Cuthbert', 'Camilla Belle']",2005-09-12
60421,Circumstance,Maryam Keshavarz,"['Nikohl Boosheri', 'Sarah Kazemy']",2011-08-26
157354,Fruitvale Station,Ryan Coogler,"['Michael B. Jordan', 'Octavia Spencer']",2013-07-25
127867,The Brass Teapot,Ramaa Mosley,"['Juno Temple', 'Michael Angarano']",2012-09-08
3170,Bambi,David Hand,"['Donnie Dunagan', 'Peter Behn']",1942-08-14
14014,The Hammer,Charles Herman-Wurmfeld,"['Adam Carolla', 'Oswaldo Castillo']",2007-04-01
15708,Latter Days,C. Jay Cox,"['Steve Sandvoss', 'Wes Ramsey']",2003-07-10
146882,Elza,Mariette Monpierre,"['Stana Roumillac', 'Vincent Byrd Le Sage']",2011-04-11
215918,1982,Tommy Oliver,"['Bokeem Woodbine', 'Sharon Leal']",2013-12-31
84200,"For a Good Time, Call...",Jamie Travis,"['Ari Graynor', 'Lauren Miller']",2012-08-31
84184,Celeste & Jesse Forever,Lee Toland Krieger,"['Rashida Jones', 'Andy Samberg']",2012-08-03
45767,Time Changer,Rich Christiano,"['D. David Morin', 'Gavin MacLeod']",2002-10-25
14823,London to Brighton,Paul Andrew Williams,"['Georgia Groome', 'Johnny Harris']",2006-12-01
367551,American Hero,Nick Love,"['Stephen Dorff', 'Eddie Griffin']",2015-12-11
343409,Windsor Drive,Natalie Bible',"['Samaire Armstrong', 'Anna Gurji']",2015-06-26
60243,A Separation,Asghar Farhadi,"['Leila Hatami', 'Kimia Hosseini']",2011-03-15
57294,Crying with Laughter,Justin Molotnikov,"['Stephen McCole', 'Malcolm Shields']",2009-06-01
11446,Welcome to the Dollhouse,Todd Solondz,"['Heather Matarazzo', 'Victoria Davis']",1995-05-24
47889,Ruby in Paradise,Victor Nunez,"['Ashley Judd', 'Todd Field']",1993-10-08
25461,Raising Victor Vargas,Peter Sollett,"['Victor Rasuk', 'Judy Marte']",2002-05-16
905,Pandora's Box,G.W. Pabst,"['Louise Brooks', 'Fritz Kortner']",1929-01-30
279759,Harrison Montgomery,No Director Found,"['No Actors Found', 'No Actors Found']",2008-01-01
78705,Live-In Maid,Jorge Gaggero,"['Norma Aleandro', 'Norma Argentina ']",2004-09-21
25212,Deterrence,Rod Lurie,"['Kevin Pollak', 'Timothy Hutton']",2000-03-10
26899,The Mudge Boy,Michael Burke,"['Emile Hirsch', 'Tom Guiry']",2003-01-17
146269,The Young Unknowns,Catherine Jelski,"['Devon Gummersall', 'Arly Jover']",2000-03-12
292483,Not Cool,Shane Dawson,"['Shane Dawson', 'Cherami Leigh']",2014-09-23
14451,Dead Snow,Tommy Wirkola,"['Charlotte Frogner', 'Stig Frode Henriksen']",2009-01-09
10105,Saints and Soldiers,Ryan Little,"['Larry Bagby', 'Alexander Polinsky']",2003-09-11
211557,Vessel,Clark Baker,"['Brandon Bales', 'Brandy Maasch']",2012-10-28
838,American Graffiti,George Lucas,"['Richard Dreyfuss', 'Ron Howard']",1973-08-01
40862,Iraq for Sale: The War Profiteers,Robert Greenwald,['Shereef Akeel'],2006-01-01
13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,Dave Willis,"['Dana Snyder', 'Carey Means']",2007-04-13
84332,Safety Not Guaranteed,Colin Trevorrow,"['Aubrey Plaza', 'Mark Duplass']",2012-06-08
74510,Kevin Hart: Laugh at My Pain,Tim Story,"['Kevin Hart', ""Na'im Lynn""]",2011-09-09
74725,Kill List,Ben Wheatley,"['Neil Maskell', 'MyAnna Buring']",2011-09-02
58428,The Innkeepers,Ti West,"['Sara Paxton', 'Pat Healy']",2011-12-01
8416,The Conformist,Bernardo Bertolucci,"['Jean-Louis Trintignant', 'Stefania Sandrelli']",1970-10-21
36584,Interview with the Assassin,Neil Burger,"['Dylan Haggerty', 'Renee Faia']",2002-05-09
13429,Donkey Punch,Olly Blackburn,"['Nichola Burley', 'Sian Breckin']",2008-07-18
9022,All the Boys Love Mandy Lane,Jonathan Levine,"['Amber Heard', 'Anson Mount']",2008-02-15
22530,Bled,Christopher Hutson,"['Sarah Farooqui', 'Chris Ivan Cevic']",2008-01-01
288,High Noon,Fred Zinnemann,"['Gary Cooper', 'Grace Kelly']",1952-03-27
14275,Hoop Dreams,Steve James,"['William Gates', 'Arthur Agee']",1994-09-12
2287,Rize,David LaChapelle,"['Christopher Toler', 'Tommy the Clown']",2005-01-15
18734,L.I.E.,Michael Cuesta,"['Paul Dano', 'Bruce Altman']",2001-01-20
206197,The Sisterhood of Night,Caryn Waechter,"['Kara Hayward', 'Georgie Henley']",2015-04-10
26837,B-Girl,Emily Dell,"[""Julie 'Jules' Urich"", 'Missy Yager']",2009-07-29
7859,Half Nelson,Ryan Fleck,"['Ryan Gosling', 'Jeff Lima']",2006-08-11
302579,Naturally Native,Valerie Red-Horse,"['Valerie Red-Horse', 'Yvonne Russo']",1999-10-08
51955,Hav Plenty,Christopher Scott Cherot,"['Christopher Scott Cherot', 'Chenoa Maxwell']",1997-09-11
376004,Adulterers,H.M. Coakley,"['Sean Faris', 'Danielle Savre']",2016-01-05
158752,Escape from Tomorrow,Randy Moore,"['Roy Abramsohn', 'Elena Schuber']",2013-10-11
40658,Starsuckers,Chris Atkins,"['Ellis Cashmore', 'Max Clifford']",2009-09-30
296943,The Hadza:  Last of the First,Bill Benenson,"['No Actors Found', 'No Actors Found']",2014-10-31
118612,After,Ryan Smith,"['Steven Strait', 'Karolina Wydra']",2012-08-27
138976,Treachery,Travis Romero,"['Matthew Ziff', 'Michael Biehn']",2013-05-16
323967,Walter,Anna Mastro,"['Andrew J. West', 'Justin Kirk']",2015-03-13
3080,Top Hat,Mark Sandrich,"['Fred Astaire', 'Ginger Rogers']",1935-09-06
2667,The Blair Witch Project,Daniel Myrick,"['Michael C. Williams', 'Heather Donahue']",1999-07-14
9459,Woodstock,Michael Wadleigh,"['Joe Cocker', 'Richie Havens']",1970-03-26
11598,The Kentucky Fried Movie,John Landis,"['Evan C. Kim', 'Bong Soo Han']",1977-08-10
26916,Mercy Streets,Jon Gunn,"['Eric Roberts', 'David A.R. White']",2000-10-31
181940,Carousel of Revenge,Gene Teigland,"['Erik Allen', 'Randy Baranczyk']",2007-07-20
125263,Broken Vessels,Scott Ziehl,"['Todd Field', 'Jason London']",1998-04-18
263503,Water & Power,Richard Montoya,"['Enrique Murciano', 'Nicholas Gonzalez']",2014-05-02
324322,They Will Have to Kill Us First,Johanna Schwartz,"['Aliou Touré', 'Oumar Touré']",2015-10-13
331493,Light from the Darkroom,No Director Found,"['No Actors Found', 'No Actors Found']",2014-01-01
375950,The Country Doctor,Thomas Lilti,"['François Cluzet', 'Marianne Denicourt']",2016-03-23
278348,The Maid's Room,Michael Walker,"['Paula Garcés', 'Annabella Sciorra']",2014-08-08
704,A Hard Day's Night,Richard Lester,"['John Lennon', 'Paul McCartney']",1964-07-06
70875,The Harvest (La Cosecha),U. Roberto Romano,"['No Actors Found', 'No Actors Found']",2011-07-29
75986,Love Letters,Amy Holden Jones,"['Jamie Lee Curtis', 'Bonnie Bartlett']",1983-04-01
385636,Juliet and Alfa Romeo,Blaž Završnik,"['Dario Nožić Serini', 'Jan Gerl Korenc']",2015-09-17
14438,Fireproof,Alex Kendrick,"['Kirk Cameron', 'Erin Bethea']",2008-09-26
211086,Faith Connections,Pan Nalin,"['Bhole Baba', 'Hatha Yogi Baba']",2013-11-21
23069,Benji,Joe Camp,"['Patsy Garrett', 'Allen Fiuzat']",1974-10-17
83,Open Water,Chris Kentis,"['Blanchard Ryan', 'Daniel Travis']",2004-08-06
89857,High Road,Matt Walsh,"['Kathryn Burns', 'Lizzy Caplan']",2012-03-06
30315,Kingdom of the Spiders,John 'Bud' Cardos,"['William Shatner', 'Tiffany Bolling']",1977-08-24
14358,Mad Hot Ballroom,Marilyn Agrelo,"['No Actors Found', 'No Actors Found']",2005-05-13
2056,The Station Agent,Tom McCarthy,"['Peter Dinklage', 'Patricia Clarkson']",2003-01-26
41144,To Save A Life,Brian Baugh,"['Randy Wayne', 'Deja Kreutzberg']",2009-11-05
35199,Wordplay,Patrick Creadon,"['Will Shortz', 'Merl Reagle']",2006-06-26
14271,Beyond the Mat,Barry W. Blaustein,"['Mick Foley', 'Terry Funk']",1999-10-22
16653,The Singles Ward,Kurt Hale,"['Will Swenson', 'Connie Young']",2002-01-30
14757,Osama,Siddiq Barmak,"['Marina Golbahari', 'Arif Herati']",2003-05-20
84401,Sholem Aleichem: Laughing In The Darkness,Joseph Dorman,"['Rachel Dratch', 'Hillel Halkin']",2012-02-24
23655,Groove,Greg Harrison,"['Hamish Linklater', 'Denny Kirkwood']",2000-06-08
36825,The R.M.,Kurt Hale,['Kirby Heyborne'],2003-01-31
33430,Twin Falls Idaho,Michael Polish,"['Mark Polish', 'Michael Polish']",1999-07-30
12281,Mean Creek,Jacob Aaron Estes,"['Rory Culkin', 'Scott Mechlowicz']",2004-01-15
125052,Hurricane Streets,Morgan J. Freeman,"['Brendan Sexton III', 'Antoine McLean']",1997-01-21
96238,Never Again,Eric Schaeffer,"['Jeffrey Tambor', 'Jill Clayburgh']",2002-07-12
30246,Civil Brand,Neema Barnette,"['LisaRaye McCoy', ""N'Bushe Wright""]",2003-08-29
7301,Lonesome Jim,Steve Buscemi,"['Casey Affleck', 'Kevin Corrigan']",2005-11-16
172533,Drinking Buddies,Joe Swanberg,"['Olivia Wilde', 'Jake Johnson']",2013-08-23
180383,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Molly Bernstein,"['Ricky Jay', 'Dick Cavett']",2012-10-04
346,Seven Samurai,Akira Kurosawa,"['Toshirō Mifune', 'Takashi Shimura']",1954-04-26
84318,The Other Dream Team,Marius Markevicius,"['Greg Speirs', 'Jim Lampley']",2012-09-28
45145,Johnny Suede,Tom DiCillo,"['Brad Pitt', 'Calvin Levels']",1991-08-18
13983,Finishing The Game,Justin Lin,"['Roger Fan', 'Sung Kang']",2007-01-21
45649,Rubber,Quentin Dupieux,"['Thomas F. Duffy', 'David Bowe']",2010-07-09
19844,Kiss the Bride,C. Jay Cox,"['Tori Spelling', 'Les Williams']",2007-01-01
21801,The Slaughter Rule,Alex Smith,"['Ryan Gosling', 'David Morse']",2002-01-01
43933,Monsters,Gareth Edwards,"['Whitney Able', 'Scoot McNairy']",2010-06-18
73511,The Californians,Jonathan Parker,"['Noah Wyle', 'Illeana Douglas']",2005-10-21
43653,The Living Wake,Sol Tryon,"['Jesse Eisenberg', ""Mike O'Connell""]",2007-01-01
139715,Detention of the Dead,Alex Craig Mann,"['Jacob Zachar', 'Alexa Nikolas']",2012-04-27
45380,Crazy Stone,Ning Hao,"['Guo Tao', 'Liu Hua']",2006-01-01
30867,Scott Walker: 30 Century Man,Stephen Kijak,"['Scott Walker', 'Damon Albarn']",2006-10-31
81220,Everything Put Together,Marc Forster,"['Radha Mitchell', 'Megan Mullally']",2001-11-02
253626,Good Kill,Andrew Niccol,"['Ethan Hawke', 'January Jones']",2015-04-09
294550,The Outrageous Sophie Tucker,William Gazecki,"['No Actors Found', 'No Actors Found']",2014-05-02
90369,Now Is Good,Ol Parker,"['Dakota Fanning', 'Jeremy Irvine']",2012-05-25
117942,Girls Gone Dead,Michael Hoffman Jr.,"['Katie Peterson', 'Shea Stewart']",2012-03-28
380097,America Is Still the Place,No Director Found,"['No Actors Found', 'No Actors Found']",
322194,Subconscious,Georgia Hilton,"['Tim Abell', 'Naomi Brockwell']",2015-03-10
98568,Enter Nowhere,Jack Heller,"['Katherine Waterston', 'Scott Eastwood']",2011-10-22
119657,El Rey de Najayo,Fernando Baez Mella,"['Manny Pérez', 'Luz Garcia']",2012-03-01
380733,Fight to the Finish,Warren Sheppard,"['Jennifer Hale', 'Evan Hannemann']",2016-02-02
285743,Alleluia! The Devil's Carnival,Darren Lynn Bousman,"['Terrance Zdunich', 'Paul Sorvino']",2016-03-29
362765,The Sound and the Shadow,Justin Paul Miller,"['Joseph E. Murray', 'Alex Anfanger']",2014-10-19
379532,Rodeo Girl,Joel Paul Reisig,"['Kevin Sorbo', 'Sophie Bolen']",2016-01-05
253261,Born to Fly: Elizabeth Streb vs. Gravity,Catherine Gund,"['Elizabeth Streb', 'Fabio Tavares']",2014-03-08
297100,The Little Ponderosa Zoo,No Director Found,"['No Actors Found', 'No Actors Found']",2014-09-11
15239,The Toxic Avenger,Lloyd Kaufman,"['Mitch Cohen', 'Andree Maranda']",1984-05-01
94072,Straight Out of Brooklyn,Matty Rich,"['No Actors Found', 'No Actors Found']",1991-06-13
4107,Bloody Sunday,Paul Greengrass,"['James Nesbitt', 'Allan Gildea']",2002-01-16
325579,Diamond Ruff,No Director Found,"['No Actors Found', 'No Actors Found']",2015-01-01
15624,Conversations with Other Women,Hans Canosa,"['Helena Bonham Carter', 'Aaron Eckhart']",2006-06-07
17287,Poultrygeist: Night of the Chicken Dead,Lloyd Kaufman,"['Jason Yachanin', 'Kate Graham']",2006-12-26
198370,Mutual Friends,Matthew Watts,"['Caitlin Fitzgerald', 'Cheyenne Jackson']",2014-04-15
3062,42nd Street,Lloyd Bacon,"['Warner Baxter', 'Bebe Daniels']",1933-02-02
328307,Rise of the Entrepreneur: The Search for a Better Way,No Director Found,"['No Actors Found', 'No Actors Found']",2014-11-20
15389,Metropolitan,Whit Stillman,"['Edward Clements', 'Chris Eigeman']",1990-08-03
464,As It Is in Heaven,Kay Pollak,"['Michael Nyqvist', 'Frida Hallgren']",2004-09-03
308467,Roadside,Eric England,"['Ace Marrero', 'Katie Stegeman']",2013-03-01
8193,Napoleon Dynamite,Jared Hess,"['Jon Heder', 'Aaron Ruell']",2004-06-11
188166,Blue Ruin,Jeremy Saulnier,"['Macon Blair', 'Devin Ratray']",2014-04-25
23827,Paranormal Activity,Oren Peli,"['Katie Featherston', 'Micah Sloat']",2007-09-14
1282,Dogtown and Z-Boys,Stacy Peralta,"['Sean Penn', 'Jay Adams']",2001-01-18
762,Monty Python and the Holy Grail,Terry Gilliam,"['Graham Chapman', 'John Cleese']",1975-03-13
64499,Quinceañera,Richard Glatzer,"['Emily Rios', 'Jesse Garcia']",2006-06-05
281189,Gory Gory Hallelujah,Sue Corcoran,"['No Actors Found', 'No Actors Found']",2003-11-05
1435,Tarnation,Jonathan Caouette,"['Renee Leblanc', 'Adolph Davis']",2003-10-19
47546,I Want Your Money,No Director Found,"['No Actors Found', 'No Actors Found']",2010-07-06
189711,Love in the Time of Monsters,Matt Jackson,"['Kane Hodder', 'Doug Jones']",2014-03-08
